name,founded_at,first_funding_at,last_funding_at
Swift Navigation,1/1/12 12:00 AM,8/21/14 12:00 AM,8/21/14 12:00 AM
Clarivoy,1/1/12 12:00 AM,8/20/14 12:00 AM,8/20/14 12:00 AM
eXIthera Pharmaceuticals,1/1/12 12:00 AM,8/20/14 12:00 AM,8/20/14 12:00 AM
LeadCloud,1/1/12 12:00 AM,8/19/14 12:00 AM,8/19/14 12:00 AM
Cloud Imperium Games,1/1/12 12:00 AM,8/18/14 12:00 AM,8/18/14 12:00 AM
Examify,1/1/12 12:00 AM,8/18/14 12:00 AM,8/18/14 12:00 AM
PurpleBricks,1/1/12 12:00 AM,8/18/14 12:00 AM,8/18/14 12:00 AM
FreshGrade,1/1/12 12:00 AM,8/15/14 12:00 AM,8/15/14 12:00 AM
TransCure bioServices,1/1/12 12:00 AM,8/15/14 12:00 AM,8/15/14 12:00 AM
Vibrado Technologies,1/1/12 12:00 AM,8/14/14 12:00 AM,8/14/14 12:00 AM
Chai Energy,1/1/12 12:00 AM,8/12/14 12:00 AM,5/1/15 12:00 AM
OpenAgent.com.au,1/1/12 12:00 AM,8/12/14 12:00 AM,6/29/15 12:00 AM
Lightning Lab,1/1/12 12:00 AM,8/11/14 12:00 AM,8/11/14 12:00 AM
Muzooka,1/1/12 12:00 AM,8/11/14 12:00 AM,10/3/14 12:00 AM
Wivo,1/1/12 12:00 AM,8/8/14 12:00 AM,11/1/14 12:00 AM
Adatao,1/1/12 12:00 AM,8/7/14 12:00 AM,8/7/14 12:00 AM
Portfolia,1/1/12 12:00 AM,8/7/14 12:00 AM,8/7/14 12:00 AM
AntFarm,1/1/12 12:00 AM,8/6/14 12:00 AM,8/6/14 12:00 AM
PharmaCan Capital,1/1/12 12:00 AM,8/6/14 12:00 AM,10/3/14 12:00 AM
Growl Media,1/1/12 12:00 AM,8/5/14 12:00 AM,8/5/14 12:00 AM
Metanautix,1/1/12 12:00 AM,8/5/14 12:00 AM,7/14/15 12:00 AM
Open Learning,1/1/12 12:00 AM,8/5/14 12:00 AM,2/4/15 12:00 AM
SunCoast Renewable Energy,1/1/12 12:00 AM,8/5/14 12:00 AM,8/5/14 12:00 AM
Wellntel,1/1/12 12:00 AM,8/5/14 12:00 AM,8/5/14 12:00 AM
Pantry,1/1/12 12:00 AM,8/4/14 12:00 AM,10/6/15 12:00 AM
Cloud Lending Inc.,1/1/12 12:00 AM,8/1/14 12:00 AM,9/30/15 12:00 AM
Cosmic Cart,1/1/12 12:00 AM,8/1/14 12:00 AM,8/1/14 12:00 AM
Emogi,1/1/12 12:00 AM,8/1/14 12:00 AM,8/1/14 12:00 AM
ProductBio,1/1/12 12:00 AM,8/1/14 12:00 AM,8/1/14 12:00 AM
uVore,1/1/12 12:00 AM,8/1/14 12:00 AM,8/1/14 12:00 AM
Vizalytics Technology,1/1/12 12:00 AM,8/1/14 12:00 AM,8/1/14 12:00 AM
Basic6,1/1/12 12:00 AM,7/31/14 12:00 AM,7/31/14 12:00 AM
Apto,1/1/12 12:00 AM,7/29/14 12:00 AM,8/12/15 12:00 AM
MeetBall,1/1/12 12:00 AM,7/29/14 12:00 AM,6/15/15 12:00 AM
OBMedical,1/1/12 12:00 AM,7/29/14 12:00 AM,7/29/14 12:00 AM
SocialCops,1/1/12 12:00 AM,7/29/14 12:00 AM,7/29/14 12:00 AM
Pegasus Solar,1/1/12 12:00 AM,7/28/14 12:00 AM,7/14/15 12:00 AM
SSN Funding,1/1/12 12:00 AM,7/28/14 12:00 AM,7/28/14 12:00 AM
AirStream App,1/1/12 12:00 AM,7/25/14 12:00 AM,7/25/14 12:00 AM
SwipeStation,1/1/12 12:00 AM,7/25/14 12:00 AM,7/25/14 12:00 AM
Fanmode,1/1/12 12:00 AM,7/24/14 12:00 AM,7/24/14 12:00 AM
Tuva Labs,1/1/12 12:00 AM,7/24/14 12:00 AM,7/24/14 12:00 AM
Activehours,1/1/12 12:00 AM,7/23/14 12:00 AM,7/23/14 12:00 AM
GoodLux Technology,1/1/12 12:00 AM,7/23/14 12:00 AM,4/13/15 12:00 AM
Venari Resources,1/1/12 12:00 AM,7/23/14 12:00 AM,7/23/14 12:00 AM
Pingify International,1/1/12 12:00 AM,7/22/14 12:00 AM,7/22/14 12:00 AM
Sunrise Atelier,1/1/12 12:00 AM,7/22/14 12:00 AM,7/22/14 12:00 AM
Tyto Life,1/1/12 12:00 AM,7/22/14 12:00 AM,7/22/14 12:00 AM
PellePharm,1/1/12 12:00 AM,7/21/14 12:00 AM,7/24/15 12:00 AM
Tab Solutions,1/1/12 12:00 AM,7/21/14 12:00 AM,7/21/14 12:00 AM
TradeCloud.nl,1/1/12 12:00 AM,7/21/14 12:00 AM,7/21/14 12:00 AM
LuckyPennie,1/1/12 12:00 AM,7/18/14 12:00 AM,7/18/14 12:00 AM
Stock Manufacturing Company,1/1/12 12:00 AM,7/18/14 12:00 AM,7/18/14 12:00 AM
Diamond Kinetics,1/1/12 12:00 AM,7/17/14 12:00 AM,7/17/14 12:00 AM
Data3Sixty,1/1/12 12:00 AM,7/16/14 12:00 AM,9/25/15 12:00 AM
Real Food Blends,1/1/12 12:00 AM,7/15/14 12:00 AM,7/15/14 12:00 AM
FreeWavz,1/1/12 12:00 AM,7/14/14 12:00 AM,7/14/14 12:00 AM
iFunding,1/1/12 12:00 AM,7/14/14 12:00 AM,6/3/15 12:00 AM
Linkitz,1/1/12 12:00 AM,7/14/14 12:00 AM,7/23/14 12:00 AM
Novadiol,1/1/12 12:00 AM,7/11/14 12:00 AM,7/11/14 12:00 AM
Globr,1/1/12 12:00 AM,7/10/14 12:00 AM,9/10/15 12:00 AM
SenGenix,1/1/12 12:00 AM,7/10/14 12:00 AM,10/28/15 12:00 AM
Credit Benchmark,1/1/12 12:00 AM,7/9/14 12:00 AM,7/14/15 12:00 AM
GoFormz,1/1/12 12:00 AM,7/8/14 12:00 AM,3/31/15 12:00 AM
Roposo,1/1/12 12:00 AM,7/8/14 12:00 AM,8/17/15 12:00 AM
OOTU,1/1/12 12:00 AM,7/7/14 12:00 AM,7/7/14 12:00 AM
Yabidu,1/1/12 12:00 AM,7/5/14 12:00 AM,7/5/14 12:00 AM
Oh BiBi,1/1/12 12:00 AM,7/3/14 12:00 AM,7/3/14 12:00 AM
ReChannel,1/1/12 12:00 AM,7/3/14 12:00 AM,7/3/14 12:00 AM
ZoomForth,1/1/12 12:00 AM,7/3/14 12:00 AM,7/3/14 12:00 AM
Reading Rainbow,1/1/12 12:00 AM,7/2/14 12:00 AM,7/2/14 12:00 AM
DisabledPark,1/1/12 12:00 AM,7/1/14 12:00 AM,7/1/14 12:00 AM
Readymag,1/1/12 12:00 AM,7/1/14 12:00 AM,4/1/15 12:00 AM
Scaramouche & Fandango,1/1/12 12:00 AM,7/1/14 12:00 AM,7/1/14 12:00 AM
Deep Forest Media,1/1/12 12:00 AM,6/29/14 12:00 AM,12/31/14 12:00 AM
Rendeevoo,1/1/12 12:00 AM,6/28/14 12:00 AM,3/25/15 12:00 AM
Payteller,1/1/12 12:00 AM,6/27/14 12:00 AM,6/27/14 12:00 AM
Avalon Solutions Group,1/1/12 12:00 AM,6/26/14 12:00 AM,8/13/15 12:00 AM
Deliveroo,1/1/12 12:00 AM,6/26/14 12:00 AM,11/23/15 12:00 AM
flikdate,1/1/12 12:00 AM,6/26/14 12:00 AM,6/26/14 12:00 AM
i.Predictus,1/1/12 12:00 AM,6/26/14 12:00 AM,6/26/14 12:00 AM
Solar Capture Technologies,1/1/12 12:00 AM,6/25/14 12:00 AM,6/25/14 12:00 AM
Thalchemy,1/1/12 12:00 AM,6/25/14 12:00 AM,6/25/14 12:00 AM
Overcart,1/1/12 12:00 AM,6/24/14 12:00 AM,6/24/14 12:00 AM
Relevant e-solution,1/1/12 12:00 AM,6/24/14 12:00 AM,6/24/14 12:00 AM
The Chapar,1/1/12 12:00 AM,6/24/14 12:00 AM,6/24/14 12:00 AM
Berry Kitchen,1/1/12 12:00 AM,6/23/14 12:00 AM,7/13/15 12:00 AM
PlusBlue Solutions,1/1/12 12:00 AM,6/23/14 12:00 AM,6/23/14 12:00 AM
Poetica,1/1/12 12:00 AM,6/23/14 12:00 AM,6/23/14 12:00 AM
JHL Biotech,1/1/12 12:00 AM,6/19/14 12:00 AM,5/11/15 12:00 AM
M Lite Solution,1/1/12 12:00 AM,6/19/14 12:00 AM,6/19/14 12:00 AM
Appier,1/1/12 12:00 AM,6/18/14 12:00 AM,11/3/15 12:00 AM
Galvanize,1/1/12 12:00 AM,6/18/14 12:00 AM,9/3/15 12:00 AM
In Ovo,1/1/12 12:00 AM,6/18/14 12:00 AM,6/18/14 12:00 AM
NIMBOXX,1/1/12 12:00 AM,6/18/14 12:00 AM,6/18/14 12:00 AM
RentablesÂ®,1/1/12 12:00 AM,6/18/14 12:00 AM,6/18/14 12:00 AM
Asterias Biotherapeutics,1/1/12 12:00 AM,6/17/14 12:00 AM,2/23/15 12:00 AM
"VeloCloud, Inc.",1/1/12 12:00 AM,6/17/14 12:00 AM,6/17/14 12:00 AM
Augmedix,1/1/12 12:00 AM,6/16/14 12:00 AM,1/12/15 12:00 AM
Mobile Authentication,1/1/12 12:00 AM,6/16/14 12:00 AM,6/16/14 12:00 AM
DreamDry,1/1/12 12:00 AM,6/15/14 12:00 AM,6/15/14 12:00 AM
InstrumentLife,1/1/12 12:00 AM,6/15/14 12:00 AM,6/15/14 12:00 AM
ZhuBaiJia,1/1/12 12:00 AM,6/15/14 12:00 AM,9/29/15 12:00 AM
Proposify,1/1/12 12:00 AM,6/12/14 12:00 AM,6/12/14 12:00 AM
Trendzo,1/1/12 12:00 AM,6/12/14 12:00 AM,6/12/14 12:00 AM
Kitchfix,1/1/12 12:00 AM,6/11/14 12:00 AM,8/20/15 12:00 AM
Busfor,1/1/12 12:00 AM,6/10/14 12:00 AM,9/9/15 12:00 AM
Hybrent,1/1/12 12:00 AM,6/10/14 12:00 AM,6/10/14 12:00 AM
MobileAds,1/1/12 12:00 AM,6/10/14 12:00 AM,6/10/14 12:00 AM
ShoppinPal,1/1/12 12:00 AM,6/10/14 12:00 AM,7/9/14 12:00 AM
"ZAIUS, Inc.",1/1/12 12:00 AM,6/10/14 12:00 AM,6/10/14 12:00 AM
Affirm,1/1/12 12:00 AM,6/9/14 12:00 AM,5/6/15 12:00 AM
Avitide,1/1/12 12:00 AM,6/9/14 12:00 AM,8/6/15 12:00 AM
Mineralist,1/1/12 12:00 AM,6/9/14 12:00 AM,6/9/14 12:00 AM
Big Data Partnership,1/1/12 12:00 AM,6/5/14 12:00 AM,5/7/15 12:00 AM
Cozy Cloud,1/1/12 12:00 AM,6/5/14 12:00 AM,6/5/14 12:00 AM
Electronic Sound Magazine,1/1/12 12:00 AM,6/5/14 12:00 AM,6/5/14 12:00 AM
IsoPlexis,1/1/12 12:00 AM,6/5/14 12:00 AM,5/29/15 12:00 AM
Jibo,1/1/12 12:00 AM,6/5/14 12:00 AM,11/25/15 12:00 AM
Mixify,1/1/12 12:00 AM,6/5/14 12:00 AM,6/5/14 12:00 AM
Lost My Name,1/1/12 12:00 AM,6/4/14 12:00 AM,6/25/15 12:00 AM
eShop Ventures,1/1/12 12:00 AM,6/3/14 12:00 AM,6/3/14 12:00 AM
FanMiles,1/1/12 12:00 AM,6/3/14 12:00 AM,6/3/14 12:00 AM
Toutiao,1/1/12 12:00 AM,6/3/14 12:00 AM,6/3/14 12:00 AM
Uni2,1/1/12 12:00 AM,6/3/14 12:00 AM,6/3/14 12:00 AM
Cloud Theory,1/1/12 12:00 AM,6/2/14 12:00 AM,6/2/14 12:00 AM
Gro Intelligence,1/1/12 12:00 AM,6/2/14 12:00 AM,6/2/14 12:00 AM
Beep Networks,1/1/12 12:00 AM,6/1/14 12:00 AM,12/1/14 12:00 AM
YellowSchedule,1/1/12 12:00 AM,6/1/14 12:00 AM,6/1/14 12:00 AM
Gigawatt,1/1/12 12:00 AM,6/1/14 12:00 AM,6/1/14 12:00 AM
Guarnic,1/1/12 12:00 AM,6/1/14 12:00 AM,3/1/15 12:00 AM
Narvar,1/1/12 12:00 AM,6/1/14 12:00 AM,8/27/15 12:00 AM
Pick-eat,1/1/12 12:00 AM,6/1/14 12:00 AM,11/1/14 12:00 AM
Reep Rewards,1/1/12 12:00 AM,6/1/14 12:00 AM,6/1/14 12:00 AM
Stateless Networks,1/1/12 12:00 AM,5/30/14 12:00 AM,7/30/14 12:00 AM
HackerOne,1/1/12 12:00 AM,5/29/14 12:00 AM,6/24/15 12:00 AM
Askuity,1/1/12 12:00 AM,5/28/14 12:00 AM,5/28/14 12:00 AM
DataCentred,1/1/12 12:00 AM,5/28/14 12:00 AM,5/28/14 12:00 AM
Hire Space,1/1/12 12:00 AM,5/27/14 12:00 AM,5/27/14 12:00 AM
NotaryAct,1/1/12 12:00 AM,5/27/14 12:00 AM,5/27/14 12:00 AM
Peloton Document Solutions,1/1/12 12:00 AM,5/27/14 12:00 AM,5/27/14 12:00 AM
Viking Therapeutics,1/1/12 12:00 AM,5/26/14 12:00 AM,5/26/14 12:00 AM
Vistaar,1/1/12 12:00 AM,5/26/14 12:00 AM,5/26/14 12:00 AM
Chronos Mobile Technologies,1/1/12 12:00 AM,5/23/14 12:00 AM,1/20/15 12:00 AM
SpineThera,1/1/12 12:00 AM,5/22/14 12:00 AM,9/9/15 12:00 AM
Mimosa,1/1/12 12:00 AM,5/21/14 12:00 AM,5/21/14 12:00 AM
Stanza,1/1/12 12:00 AM,5/21/14 12:00 AM,4/9/15 12:00 AM
WiN MS,1/1/12 12:00 AM,5/21/14 12:00 AM,5/21/14 12:00 AM
Amba Defence,1/1/12 12:00 AM,5/20/14 12:00 AM,5/20/14 12:00 AM
DoxOut,1/1/12 12:00 AM,5/20/14 12:00 AM,5/20/14 12:00 AM
Oradian,1/1/12 12:00 AM,5/20/14 12:00 AM,5/20/15 12:00 AM
LuckyFish Games,1/1/12 12:00 AM,5/19/14 12:00 AM,5/19/14 12:00 AM
Tamr,1/1/12 12:00 AM,5/19/14 12:00 AM,6/19/15 12:00 AM
2Morrow Inc,1/1/12 12:00 AM,5/15/14 12:00 AM,3/16/15 12:00 AM
Disease Diagnostic Group,1/1/12 12:00 AM,5/15/14 12:00 AM,7/1/14 12:00 AM
FIA Formula E,1/1/12 12:00 AM,5/15/14 12:00 AM,5/15/14 12:00 AM
Oxehealth,1/1/12 12:00 AM,5/15/14 12:00 AM,5/15/14 12:00 AM
PLAE,1/1/12 12:00 AM,5/15/14 12:00 AM,4/15/15 12:00 AM
zoojoo.BE,1/1/12 12:00 AM,5/15/14 12:00 AM,8/18/15 12:00 AM
YouEarnedIt,1/1/12 12:00 AM,5/14/14 12:00 AM,5/14/14 12:00 AM
Absolute Commerce,1/1/12 12:00 AM,5/9/14 12:00 AM,5/9/14 12:00 AM
Sunnova,1/1/12 12:00 AM,5/9/14 12:00 AM,10/22/15 12:00 AM
BuyRentKenya.com,1/1/12 12:00 AM,5/8/14 12:00 AM,5/8/14 12:00 AM
CrowdTangle,1/1/12 12:00 AM,5/7/14 12:00 AM,5/7/14 12:00 AM
TrademarkNow,1/1/12 12:00 AM,5/7/14 12:00 AM,5/7/14 12:00 AM
Flux Factory,1/1/12 12:00 AM,5/6/14 12:00 AM,5/6/14 12:00 AM
Safe N Clear,1/1/12 12:00 AM,5/6/14 12:00 AM,5/6/14 12:00 AM
Coin,1/1/12 12:00 AM,5/5/14 12:00 AM,5/5/14 12:00 AM
Embibe,1/1/12 12:00 AM,5/5/14 12:00 AM,5/5/14 12:00 AM
Soko,1/1/12 12:00 AM,5/2/14 12:00 AM,4/21/15 12:00 AM
Aditium,1/1/12 12:00 AM,5/1/14 12:00 AM,11/1/14 12:00 AM
BookBub,1/1/12 12:00 AM,5/1/14 12:00 AM,5/19/15 12:00 AM
Coinapult,1/1/12 12:00 AM,5/1/14 12:00 AM,5/1/14 12:00 AM
HomeTrackR,1/1/12 12:00 AM,5/1/14 12:00 AM,3/1/15 12:00 AM
Karibu Solar,1/1/12 12:00 AM,5/1/14 12:00 AM,5/1/14 12:00 AM
MyLio,1/1/12 12:00 AM,5/1/14 12:00 AM,5/1/14 12:00 AM
PopPlaces,1/1/12 12:00 AM,5/1/14 12:00 AM,3/1/15 12:00 AM
Techpoint,1/1/12 12:00 AM,5/1/14 12:00 AM,5/1/14 12:00 AM
TerraStride,1/1/12 12:00 AM,5/1/14 12:00 AM,4/9/15 12:00 AM
Ventata,1/1/12 12:00 AM,5/1/14 12:00 AM,5/1/14 12:00 AM
Vhoto,1/1/12 12:00 AM,5/1/14 12:00 AM,5/29/14 12:00 AM
ZURSH,1/1/12 12:00 AM,5/1/14 12:00 AM,5/1/14 12:00 AM
Bouju,1/1/12 12:00 AM,4/29/14 12:00 AM,4/29/14 12:00 AM
Business Texter,1/1/12 12:00 AM,4/29/14 12:00 AM,4/29/14 12:00 AM
Moburst,1/1/12 12:00 AM,4/29/14 12:00 AM,4/29/14 12:00 AM
CommitChange,1/1/12 12:00 AM,4/28/14 12:00 AM,11/26/14 12:00 AM
Datumate,1/1/12 12:00 AM,4/28/14 12:00 AM,4/28/14 12:00 AM
SpiderSuite,1/1/12 12:00 AM,4/28/14 12:00 AM,4/28/14 12:00 AM
Kaznachey,1/1/12 12:00 AM,4/25/14 12:00 AM,4/25/14 12:00 AM
MLW Squared,1/1/12 12:00 AM,4/25/14 12:00 AM,10/14/14 12:00 AM
SirionLabs,1/1/12 12:00 AM,4/25/14 12:00 AM,4/25/14 12:00 AM
F3 Foods,1/1/12 12:00 AM,4/24/14 12:00 AM,4/24/14 12:00 AM
Guides.co,1/1/12 12:00 AM,4/24/14 12:00 AM,4/24/14 12:00 AM
Agrible,1/1/12 12:00 AM,4/23/14 12:00 AM,7/21/15 12:00 AM
XAPPmedia,1/1/12 12:00 AM,4/23/14 12:00 AM,5/14/15 12:00 AM
LendingStandard,1/1/12 12:00 AM,4/22/14 12:00 AM,5/9/14 12:00 AM
iHookup Social,1/1/12 12:00 AM,4/22/14 12:00 AM,8/13/15 12:00 AM
The Rounds,1/1/12 12:00 AM,4/22/14 12:00 AM,11/27/14 12:00 AM
Signal Point Holdings,1/1/12 12:00 AM,4/21/14 12:00 AM,4/21/14 12:00 AM
AboutOurWork,1/1/12 12:00 AM,4/20/14 12:00 AM,4/20/14 12:00 AM
N12 Technologies,1/1/12 12:00 AM,4/17/14 12:00 AM,4/17/14 12:00 AM
Punch Bowl Social,1/1/12 12:00 AM,4/17/14 12:00 AM,4/17/14 12:00 AM
ULTRA Testing,1/1/12 12:00 AM,4/17/14 12:00 AM,4/17/14 12:00 AM
FantasySalesTeam,1/1/12 12:00 AM,4/16/14 12:00 AM,1/6/15 12:00 AM
Wilson Therapeutics,1/1/12 12:00 AM,4/16/14 12:00 AM,4/16/14 12:00 AM
Click and Study,1/1/12 12:00 AM,4/15/14 12:00 AM,2/1/15 12:00 AM
Super Vitamin D,1/1/12 12:00 AM,4/15/14 12:00 AM,4/15/14 12:00 AM
Manicube,1/1/12 12:00 AM,4/14/14 12:00 AM,4/14/14 12:00 AM
The Skimm,1/1/12 12:00 AM,4/14/14 12:00 AM,12/16/14 12:00 AM
Compology,1/1/12 12:00 AM,4/13/14 12:00 AM,4/13/14 12:00 AM
Exergyn,1/1/12 12:00 AM,4/11/14 12:00 AM,4/11/14 12:00 AM
Skok Innovations,1/1/12 12:00 AM,4/11/14 12:00 AM,4/11/14 12:00 AM
Assembly Pharma,1/1/12 12:00 AM,4/10/14 12:00 AM,4/10/14 12:00 AM
Fundbox,1/1/12 12:00 AM,4/10/14 12:00 AM,9/10/15 12:00 AM
WeOrder LTD,1/1/12 12:00 AM,4/10/14 12:00 AM,4/10/14 12:00 AM
Meddle,1/1/12 12:00 AM,4/9/14 12:00 AM,4/9/14 12:00 AM
Catapooolt,1/1/12 12:00 AM,4/7/14 12:00 AM,4/7/14 12:00 AM
DeliverCareRx,1/1/12 12:00 AM,4/7/14 12:00 AM,11/10/15 12:00 AM
SunCommon,1/1/12 12:00 AM,4/4/14 12:00 AM,4/4/14 12:00 AM
Makeable,1/1/12 12:00 AM,4/3/14 12:00 AM,2/23/15 12:00 AM
Clari,1/1/12 12:00 AM,4/3/14 12:00 AM,6/17/14 12:00 AM
Match Point Partners,1/1/12 12:00 AM,4/3/14 12:00 AM,4/3/14 12:00 AM
Flower Orthopedics,1/1/12 12:00 AM,4/2/14 12:00 AM,3/23/15 12:00 AM
Triggerfox Corporation,1/1/12 12:00 AM,4/2/14 12:00 AM,3/4/15 12:00 AM
Alignable,1/1/12 12:00 AM,4/1/14 12:00 AM,9/21/15 12:00 AM
AptDeco,1/1/12 12:00 AM,4/1/14 12:00 AM,4/1/14 12:00 AM
Froont,1/1/12 12:00 AM,4/1/14 12:00 AM,4/1/14 12:00 AM
GiggedIn,1/1/12 12:00 AM,4/1/14 12:00 AM,7/1/15 12:00 AM
Little Postman,1/1/12 12:00 AM,4/1/14 12:00 AM,4/1/14 12:00 AM
Physicians Laboratories,1/1/12 12:00 AM,4/1/14 12:00 AM,4/1/14 12:00 AM
investUP,1/1/12 12:00 AM,4/1/14 12:00 AM,7/21/14 12:00 AM
BIZZBY,1/1/12 12:00 AM,3/31/14 12:00 AM,3/31/14 12:00 AM
Industrial Toys,1/1/12 12:00 AM,3/31/14 12:00 AM,3/31/14 12:00 AM
KOJI Drinks,1/1/12 12:00 AM,3/31/14 12:00 AM,4/2/14 12:00 AM
Comparisim,1/1/12 12:00 AM,3/28/14 12:00 AM,3/28/14 12:00 AM
Tapvalue,1/1/12 12:00 AM,3/28/14 12:00 AM,3/28/14 12:00 AM
Cook Angels,1/1/12 12:00 AM,3/27/14 12:00 AM,3/27/14 12:00 AM
BioDetego,1/1/12 12:00 AM,3/26/14 12:00 AM,3/26/14 12:00 AM
HealthQx,1/1/12 12:00 AM,3/26/14 12:00 AM,4/7/15 12:00 AM
Bridge U.S.,1/1/12 12:00 AM,3/26/14 12:00 AM,3/26/14 12:00 AM
Via,1/1/12 12:00 AM,3/26/14 12:00 AM,4/2/15 12:00 AM
Axonics Modulation Technologies,1/1/12 12:00 AM,3/25/14 12:00 AM,4/30/15 12:00 AM
Celcuity,1/1/12 12:00 AM,3/24/14 12:00 AM,3/24/14 12:00 AM
Faraday,1/1/12 12:00 AM,3/20/14 12:00 AM,2/9/15 12:00 AM
"MachineShop, Inc",1/1/12 12:00 AM,3/20/14 12:00 AM,3/20/14 12:00 AM
CEGA Innovations,1/1/12 12:00 AM,3/18/14 12:00 AM,3/18/14 12:00 AM
Trellise,1/1/12 12:00 AM,3/18/14 12:00 AM,3/18/14 12:00 AM
Viewpost,1/1/12 12:00 AM,3/17/14 12:00 AM,8/20/15 12:00 AM
LifeLine Response,1/1/12 12:00 AM,3/14/14 12:00 AM,9/4/14 12:00 AM
Merus Labs,1/1/12 12:00 AM,3/14/14 12:00 AM,3/14/14 12:00 AM
SiNode Systems,1/1/12 12:00 AM,3/13/14 12:00 AM,6/17/14 12:00 AM
Xapo,1/1/12 12:00 AM,3/13/14 12:00 AM,7/8/14 12:00 AM
SCADA Access,1/1/12 12:00 AM,3/11/14 12:00 AM,3/11/14 12:00 AM
Spritz,1/1/12 12:00 AM,3/10/14 12:00 AM,8/5/15 12:00 AM
Emotient,1/1/12 12:00 AM,3/6/14 12:00 AM,3/6/14 12:00 AM
Optio Labs,1/1/12 12:00 AM,3/6/14 12:00 AM,3/6/14 12:00 AM
Ripple Brand Collective,1/1/12 12:00 AM,3/6/14 12:00 AM,3/6/14 12:00 AM
Reorg Research,1/1/12 12:00 AM,3/5/14 12:00 AM,3/5/14 12:00 AM
XOXO Kitchen,1/1/12 12:00 AM,3/4/14 12:00 AM,3/4/14 12:00 AM
Breadcrumbtracking,1/1/12 12:00 AM,3/3/14 12:00 AM,6/1/14 12:00 AM
Pax8,1/1/12 12:00 AM,3/3/14 12:00 AM,4/1/14 12:00 AM
At Peak Resources,1/1/12 12:00 AM,3/1/14 12:00 AM,3/1/14 12:00 AM
Evtron,1/1/12 12:00 AM,3/1/14 12:00 AM,5/1/15 12:00 AM
import2,1/1/12 12:00 AM,3/1/14 12:00 AM,3/1/14 12:00 AM
Magnetic Software,1/1/12 12:00 AM,3/1/14 12:00 AM,11/28/14 12:00 AM
ORA,1/1/12 12:00 AM,3/1/14 12:00 AM,3/1/14 12:00 AM
Peakos,1/1/12 12:00 AM,3/1/14 12:00 AM,3/1/14 12:00 AM
Team-Match,1/1/12 12:00 AM,3/1/14 12:00 AM,3/1/14 12:00 AM
Videostream,1/1/12 12:00 AM,3/1/14 12:00 AM,3/1/14 12:00 AM
Excorda,1/1/12 12:00 AM,2/28/14 12:00 AM,2/28/14 12:00 AM
Midverse Studios,1/1/12 12:00 AM,2/28/14 12:00 AM,2/28/14 12:00 AM
Eagle Alpha,1/1/12 12:00 AM,2/27/14 12:00 AM,11/2/15 12:00 AM
LawBite,1/1/12 12:00 AM,2/27/14 12:00 AM,2/27/14 12:00 AM
Linquet,1/1/12 12:00 AM,2/27/14 12:00 AM,2/27/14 12:00 AM
G.I. Windows,1/1/12 12:00 AM,2/26/14 12:00 AM,2/26/14 12:00 AM
Rowbot Systems,1/1/12 12:00 AM,2/26/14 12:00 AM,2/26/14 12:00 AM
Ciel Medical,1/1/12 12:00 AM,2/25/14 12:00 AM,5/26/15 12:00 AM
ProHatch,1/1/12 12:00 AM,2/25/14 12:00 AM,2/25/14 12:00 AM
Ephesus Lighting,1/1/12 12:00 AM,2/24/14 12:00 AM,9/26/14 12:00 AM
Helixbind,1/1/12 12:00 AM,2/24/14 12:00 AM,2/24/14 12:00 AM
Onomondo,1/1/12 12:00 AM,2/23/14 12:00 AM,11/21/14 12:00 AM
Manomasa,1/1/12 12:00 AM,2/23/14 12:00 AM,2/23/14 12:00 AM
zoomsquare,1/1/12 12:00 AM,2/23/14 12:00 AM,10/21/15 12:00 AM
Amal Therapeutics,1/1/12 12:00 AM,2/21/14 12:00 AM,2/21/14 12:00 AM
Flourish Prenatal,1/1/12 12:00 AM,2/21/14 12:00 AM,2/21/14 12:00 AM
Suitest IP Group,1/1/12 12:00 AM,2/21/14 12:00 AM,2/21/14 12:00 AM
TaxiPixi,1/1/12 12:00 AM,2/21/14 12:00 AM,2/21/14 12:00 AM
Benchling,1/1/12 12:00 AM,2/20/14 12:00 AM,4/16/15 12:00 AM
Virtual Power Systems,1/1/12 12:00 AM,2/20/14 12:00 AM,2/20/14 12:00 AM
Storyvine,1/1/12 12:00 AM,2/19/14 12:00 AM,2/19/14 12:00 AM
Strevus,1/1/12 12:00 AM,2/19/14 12:00 AM,2/19/14 12:00 AM
Avidity NanoMedicines,1/1/12 12:00 AM,2/18/14 12:00 AM,10/7/14 12:00 AM
iQVCloud,1/1/12 12:00 AM,2/18/14 12:00 AM,2/18/14 12:00 AM
Staff Ranker,1/1/12 12:00 AM,2/18/14 12:00 AM,2/18/14 12:00 AM
Charge Payment,1/1/12 12:00 AM,2/16/14 12:00 AM,2/16/14 12:00 AM
ProRadis,1/1/12 12:00 AM,2/15/14 12:00 AM,4/1/15 12:00 AM
ColonaryConcepts,1/1/12 12:00 AM,2/14/14 12:00 AM,2/23/15 12:00 AM
Elivar,1/1/12 12:00 AM,2/14/14 12:00 AM,2/14/14 12:00 AM
BioBlast Pharma,1/1/12 12:00 AM,2/13/14 12:00 AM,2/13/14 12:00 AM
LoginRadius,1/1/12 12:00 AM,2/12/14 12:00 AM,2/12/14 12:00 AM
Cybereason,1/1/12 12:00 AM,2/11/14 12:00 AM,10/12/15 12:00 AM
Intensity Therapeutics,1/1/12 12:00 AM,2/11/14 12:00 AM,6/12/15 12:00 AM
