name,founded_at,first_funding_at,last_funding_at
WeSwap.com,1/1/10 12:00 AM,7/1/13 12:00 AM,10/26/14 12:00 AM
Triea Systems,1/1/10 12:00 AM,6/27/13 12:00 AM,6/27/13 12:00 AM
Access Mobile,1/1/10 12:00 AM,6/26/13 12:00 AM,7/10/15 12:00 AM
Juntos,1/1/10 12:00 AM,6/26/13 12:00 AM,7/21/14 12:00 AM
BuyerMLS,1/1/10 12:00 AM,6/24/13 12:00 AM,6/24/13 12:00 AM
Varaani Works,1/1/10 12:00 AM,6/22/13 12:00 AM,6/22/13 12:00 AM
Regenerative Medical Solutions,1/1/10 12:00 AM,6/20/13 12:00 AM,2/10/14 12:00 AM
HealthUnlocked,1/1/10 12:00 AM,6/18/13 12:00 AM,6/18/13 12:00 AM
Parakweet,1/1/10 12:00 AM,6/18/13 12:00 AM,6/18/13 12:00 AM
Surge Performance Training,1/1/10 12:00 AM,6/18/13 12:00 AM,6/18/13 12:00 AM
GreenPoint Partners,1/1/10 12:00 AM,6/17/13 12:00 AM,6/17/13 12:00 AM
LifeBEAM,1/1/10 12:00 AM,6/17/13 12:00 AM,6/17/13 12:00 AM
Every1Mobile,1/1/10 12:00 AM,6/14/13 12:00 AM,6/14/13 12:00 AM
Novawise,1/1/10 12:00 AM,6/12/13 12:00 AM,6/12/13 12:00 AM
Tabtor,1/1/10 12:00 AM,6/12/13 12:00 AM,6/12/13 12:00 AM
Tengrade,1/1/10 12:00 AM,6/12/13 12:00 AM,6/12/13 12:00 AM
WorldDesk,1/1/10 12:00 AM,6/12/13 12:00 AM,6/12/13 12:00 AM
Starfish 360,1/1/10 12:00 AM,6/6/13 12:00 AM,6/6/13 12:00 AM
Targovax,1/1/10 12:00 AM,6/6/13 12:00 AM,6/6/13 12:00 AM
DAQRI,1/1/10 12:00 AM,6/4/13 12:00 AM,6/4/13 12:00 AM
Karma Gaming,1/1/10 12:00 AM,6/4/13 12:00 AM,9/11/13 12:00 AM
BYTEGRID,1/1/10 12:00 AM,6/3/13 12:00 AM,6/3/13 12:00 AM
n1health,1/1/10 12:00 AM,5/31/13 12:00 AM,11/27/13 12:00 AM
Bedbathmore.com,1/1/10 12:00 AM,5/29/13 12:00 AM,5/29/13 12:00 AM
eDreams Edusoft,1/1/10 12:00 AM,5/29/13 12:00 AM,5/29/13 12:00 AM
Gutenberg Technology,1/1/10 12:00 AM,5/28/13 12:00 AM,11/14/13 12:00 AM
Mimvi SEO,1/1/10 12:00 AM,5/28/13 12:00 AM,5/28/13 12:00 AM
Quill Content,1/1/10 12:00 AM,5/27/13 12:00 AM,3/10/14 12:00 AM
Ideapod,1/1/10 12:00 AM,5/25/13 12:00 AM,5/25/13 12:00 AM
Zee Learn,1/1/10 12:00 AM,5/21/13 12:00 AM,5/21/13 12:00 AM
Product World,1/1/10 12:00 AM,5/20/13 12:00 AM,5/29/15 12:00 AM
W-locate,1/1/10 12:00 AM,5/16/13 12:00 AM,9/24/13 12:00 AM
Fiducioso Advisors,1/1/10 12:00 AM,5/14/13 12:00 AM,5/4/15 12:00 AM
iMICROQ,1/1/10 12:00 AM,5/13/13 12:00 AM,5/13/13 12:00 AM
Hydrostor,1/1/10 12:00 AM,5/7/13 12:00 AM,5/7/13 12:00 AM
Fastback Networks,1/1/10 12:00 AM,5/6/13 12:00 AM,1/22/15 12:00 AM
MiddleGate,1/1/10 12:00 AM,5/6/13 12:00 AM,8/5/14 12:00 AM
Physicians Own Pharmacy,1/1/10 12:00 AM,5/6/13 12:00 AM,5/6/13 12:00 AM
Gibberin,1/1/10 12:00 AM,5/4/13 12:00 AM,5/13/13 12:00 AM
AltheRx Pharmaceuticals,1/1/10 12:00 AM,5/2/13 12:00 AM,5/2/13 12:00 AM
MiniVax,1/1/10 12:00 AM,5/2/13 12:00 AM,5/2/13 12:00 AM
EPIOMED THERAPEUTICS,1/1/10 12:00 AM,5/1/13 12:00 AM,5/1/13 12:00 AM
FÄ±rsat Bu FÄ±rsat,1/1/10 12:00 AM,5/1/13 12:00 AM,5/1/13 12:00 AM
GetOne Rewards,1/1/10 12:00 AM,5/1/13 12:00 AM,1/14/14 12:00 AM
IBN Media,1/1/10 12:00 AM,5/1/13 12:00 AM,5/1/13 12:00 AM
NumberPicture,1/1/10 12:00 AM,5/1/13 12:00 AM,8/1/13 12:00 AM
ProDeaf,1/1/10 12:00 AM,5/1/13 12:00 AM,8/1/13 12:00 AM
SaaSAssurance,1/1/10 12:00 AM,5/1/13 12:00 AM,8/1/14 12:00 AM
Social Bicycles,1/1/10 12:00 AM,5/1/13 12:00 AM,8/4/15 12:00 AM
Terra Tech,1/1/10 12:00 AM,4/29/13 12:00 AM,7/28/14 12:00 AM
Swifto,1/1/10 12:00 AM,4/27/13 12:00 AM,4/27/13 12:00 AM
Pellet Technology USA,1/1/10 12:00 AM,4/26/13 12:00 AM,4/26/13 12:00 AM
Apps Foundry,1/1/10 12:00 AM,4/23/13 12:00 AM,4/23/13 12:00 AM
Cyber Reliant Corp,1/1/10 12:00 AM,4/23/13 12:00 AM,10/23/14 12:00 AM
Infer,1/1/10 12:00 AM,4/23/13 12:00 AM,12/11/14 12:00 AM
Recargo,1/1/10 12:00 AM,4/23/13 12:00 AM,4/23/13 12:00 AM
1Energy Systems,1/1/10 12:00 AM,4/22/13 12:00 AM,4/22/13 12:00 AM
Via Response Technologies,1/1/10 12:00 AM,4/22/13 12:00 AM,4/22/13 12:00 AM
Aggamin Pharmaceuticals,1/1/10 12:00 AM,4/18/13 12:00 AM,4/18/13 12:00 AM
Document Agility,1/1/10 12:00 AM,4/17/13 12:00 AM,4/17/13 12:00 AM
GridX,1/1/10 12:00 AM,4/15/13 12:00 AM,4/15/13 12:00 AM
MetroWorks,1/1/10 12:00 AM,4/12/13 12:00 AM,4/12/13 12:00 AM
ImmuMetrix,1/1/10 12:00 AM,4/10/13 12:00 AM,4/10/13 12:00 AM
OnePageCRM,1/1/10 12:00 AM,4/9/13 12:00 AM,10/10/13 12:00 AM
Advanced Plasma Therapies,1/1/10 12:00 AM,4/8/13 12:00 AM,4/8/13 12:00 AM
Private Practice,1/1/10 12:00 AM,4/5/13 12:00 AM,4/15/14 12:00 AM
Surgical Theater,1/1/10 12:00 AM,4/5/13 12:00 AM,10/19/15 12:00 AM
ScreachTV,1/1/10 12:00 AM,4/4/13 12:00 AM,4/4/13 12:00 AM
PuzzleSocial Inc.,1/1/10 12:00 AM,4/2/13 12:00 AM,12/22/14 12:00 AM
Allihub,1/1/10 12:00 AM,4/1/13 12:00 AM,4/1/13 12:00 AM
EcoTensil,1/1/10 12:00 AM,4/1/13 12:00 AM,1/12/15 12:00 AM
Fan Appz,1/1/10 12:00 AM,4/1/13 12:00 AM,4/1/13 12:00 AM
Connequity,1/1/10 12:00 AM,4/1/13 12:00 AM,9/30/14 12:00 AM
Hemera Biosciences,1/1/10 12:00 AM,4/1/13 12:00 AM,4/1/13 12:00 AM
PortfolioLauncher Inc.,1/1/10 12:00 AM,4/1/13 12:00 AM,4/1/13 12:00 AM
Seattle Good Business Network,1/1/10 12:00 AM,4/1/13 12:00 AM,4/1/13 12:00 AM
Sensity Systems,1/1/10 12:00 AM,4/1/13 12:00 AM,9/14/15 12:00 AM
Snohomish Soap,1/1/10 12:00 AM,4/1/13 12:00 AM,4/1/13 12:00 AM
Exerscrip,1/1/10 12:00 AM,3/28/13 12:00 AM,3/28/13 12:00 AM
ANF Technology,1/1/10 12:00 AM,3/27/13 12:00 AM,3/27/13 12:00 AM
ZeaKal,1/1/10 12:00 AM,3/26/13 12:00 AM,3/26/13 12:00 AM
Bnocular,1/1/10 12:00 AM,3/25/13 12:00 AM,3/25/13 12:00 AM
Centrobit Agora,1/1/10 12:00 AM,3/24/13 12:00 AM,3/24/13 12:00 AM
CorCardia,1/1/10 12:00 AM,3/21/13 12:00 AM,3/19/14 12:00 AM
Sportube,1/1/10 12:00 AM,3/20/13 12:00 AM,3/20/13 12:00 AM
Virtual Gaming Worlds,1/1/10 12:00 AM,3/18/13 12:00 AM,3/18/13 12:00 AM
Fritter,1/1/10 12:00 AM,3/17/13 12:00 AM,3/17/13 12:00 AM
iOnRoad,1/1/10 12:00 AM,3/15/13 12:00 AM,3/15/13 12:00 AM
Shizzlr,1/1/10 12:00 AM,3/15/13 12:00 AM,3/15/13 12:00 AM
Medtric Biotech,1/1/10 12:00 AM,3/14/13 12:00 AM,3/14/13 12:00 AM
Gridtential Energy,1/1/10 12:00 AM,3/8/13 12:00 AM,3/8/13 12:00 AM
Del Mar Pharmaceuticals,1/1/10 12:00 AM,3/7/13 12:00 AM,8/20/15 12:00 AM
Ekompany,1/1/10 12:00 AM,3/6/13 12:00 AM,3/6/13 12:00 AM
DefenCall,1/1/10 12:00 AM,3/5/13 12:00 AM,3/5/13 12:00 AM
Iagnosis,1/1/10 12:00 AM,3/5/13 12:00 AM,2/23/15 12:00 AM
STRATUSCORE,1/1/10 12:00 AM,3/5/13 12:00 AM,6/5/15 12:00 AM
ACE Health,1/1/10 12:00 AM,3/1/13 12:00 AM,12/6/13 12:00 AM
LegalJump,1/1/10 12:00 AM,3/1/13 12:00 AM,3/1/13 12:00 AM
Oyokey,1/1/10 12:00 AM,3/1/13 12:00 AM,9/1/14 12:00 AM
Ponominalu.ru,1/1/10 12:00 AM,3/1/13 12:00 AM,3/1/13 12:00 AM
QuanDx,1/1/10 12:00 AM,3/1/13 12:00 AM,1/14/14 12:00 AM
Meta,1/1/10 12:00 AM,3/1/13 12:00 AM,11/15/15 12:00 AM
swabr.com,1/1/10 12:00 AM,3/1/13 12:00 AM,3/1/13 12:00 AM
Ulule,1/1/10 12:00 AM,3/1/13 12:00 AM,3/1/13 12:00 AM
CrossTx,1/1/10 12:00 AM,2/28/13 12:00 AM,2/28/13 12:00 AM
QFO Labs,1/1/10 12:00 AM,2/27/13 12:00 AM,2/27/13 12:00 AM
TinderBox,1/1/10 12:00 AM,2/25/13 12:00 AM,10/18/15 12:00 AM
Sanguine,1/1/10 12:00 AM,2/23/13 12:00 AM,6/1/15 12:00 AM
Argos Risk,1/1/10 12:00 AM,2/22/13 12:00 AM,7/17/15 12:00 AM
Celmatix,1/1/10 12:00 AM,2/21/13 12:00 AM,2/21/13 12:00 AM
Skyera,1/1/10 12:00 AM,2/21/13 12:00 AM,2/21/13 12:00 AM
Wireless Glue Networks,1/1/10 12:00 AM,2/21/13 12:00 AM,2/21/13 12:00 AM
indoo.rs,1/1/10 12:00 AM,2/20/13 12:00 AM,2/20/13 12:00 AM
Tansna Therapeutics,1/1/10 12:00 AM,2/19/13 12:00 AM,9/20/13 12:00 AM
Trusted Hands Network,1/1/10 12:00 AM,2/19/13 12:00 AM,2/19/13 12:00 AM
Getonic,1/1/10 12:00 AM,2/13/13 12:00 AM,2/13/13 12:00 AM
StemBioSys,1/1/10 12:00 AM,2/12/13 12:00 AM,4/14/15 12:00 AM
Allied Payment Network,1/1/10 12:00 AM,2/11/13 12:00 AM,1/9/14 12:00 AM
MedBlue,1/1/10 12:00 AM,2/11/13 12:00 AM,2/11/13 12:00 AM
"Casentric, LLC",1/1/10 12:00 AM,2/6/13 12:00 AM,1/1/14 12:00 AM
StudyTube,1/1/10 12:00 AM,2/2/13 12:00 AM,9/15/14 12:00 AM
Active Mind Technology,1/1/10 12:00 AM,2/1/13 12:00 AM,9/2/14 12:00 AM
AdQuantic,1/1/10 12:00 AM,2/1/13 12:00 AM,2/1/13 12:00 AM
"Diagnotes, Inc.",1/1/10 12:00 AM,2/1/13 12:00 AM,2/1/13 12:00 AM
SHERPANY,1/1/10 12:00 AM,2/1/13 12:00 AM,6/1/14 12:00 AM
Savage IO,1/1/10 12:00 AM,1/28/13 12:00 AM,8/1/13 12:00 AM
True Office,1/1/10 12:00 AM,1/24/13 12:00 AM,1/24/13 12:00 AM
Intelligent Business Entertainment,1/1/10 12:00 AM,1/23/13 12:00 AM,7/14/14 12:00 AM
G2Link,1/1/10 12:00 AM,1/22/13 12:00 AM,1/22/13 12:00 AM
Smart Surgical,1/1/10 12:00 AM,1/21/13 12:00 AM,1/21/13 12:00 AM
Admittance Technologies,1/1/10 12:00 AM,1/19/13 12:00 AM,6/24/15 12:00 AM
Intigua,1/1/10 12:00 AM,1/17/13 12:00 AM,7/24/14 12:00 AM
Arctic Sand Technologies,1/1/10 12:00 AM,1/14/13 12:00 AM,11/25/15 12:00 AM
Coherus Biosciences,1/1/10 12:00 AM,1/14/13 12:00 AM,4/1/15 12:00 AM
Mobilewalla,1/1/10 12:00 AM,1/12/13 12:00 AM,8/3/15 12:00 AM
reportbrain,1/1/10 12:00 AM,1/10/13 12:00 AM,8/31/13 12:00 AM
BrightContext,1/1/10 12:00 AM,1/9/13 12:00 AM,1/9/13 12:00 AM
Horse Collaborative,1/1/10 12:00 AM,1/8/13 12:00 AM,3/4/14 12:00 AM
IManageRent,1/1/10 12:00 AM,1/8/13 12:00 AM,1/8/13 12:00 AM
PagoFacil,1/1/10 12:00 AM,1/5/13 12:00 AM,1/5/13 12:00 AM
Nuron Biotech,1/1/10 12:00 AM,1/3/13 12:00 AM,2/12/14 12:00 AM
AppGratis,1/1/10 12:00 AM,1/1/13 12:00 AM,1/1/13 12:00 AM
BlueMessaging,1/1/10 12:00 AM,1/1/13 12:00 AM,1/1/13 12:00 AM
"Deep Information Sciences, Inc.",1/1/10 12:00 AM,1/1/13 12:00 AM,4/22/15 12:00 AM
EmpowrNet,1/1/10 12:00 AM,1/1/13 12:00 AM,1/1/13 12:00 AM
Euro Freelancers,1/1/10 12:00 AM,1/1/13 12:00 AM,1/1/13 12:00 AM
Fusion Microfinance,1/1/10 12:00 AM,1/1/13 12:00 AM,6/25/15 12:00 AM
Hamstersoft,1/1/10 12:00 AM,1/1/13 12:00 AM,1/1/13 12:00 AM
HiFiKids Corp,1/1/10 12:00 AM,1/1/13 12:00 AM,1/1/14 12:00 AM
Prezma,1/1/10 12:00 AM,1/1/13 12:00 AM,1/1/13 12:00 AM
Qoture,1/1/10 12:00 AM,1/1/13 12:00 AM,1/1/13 12:00 AM
Revel Body,1/1/10 12:00 AM,1/1/13 12:00 AM,1/1/13 12:00 AM
Scoopshot,1/1/10 12:00 AM,1/1/13 12:00 AM,11/13/13 12:00 AM
Smart Gardener,1/1/10 12:00 AM,1/1/13 12:00 AM,1/22/14 12:00 AM
Sokanu,1/1/10 12:00 AM,1/1/13 12:00 AM,1/1/13 12:00 AM
Spendgo,1/1/10 12:00 AM,1/1/13 12:00 AM,1/1/13 12:00 AM
HumanCentric Performance,1/1/10 12:00 AM,12/30/12 12:00 AM,12/30/12 12:00 AM
Iconixx Software,1/1/10 12:00 AM,12/28/12 12:00 AM,8/18/15 12:00 AM
OR Productivity,1/1/10 12:00 AM,12/27/12 12:00 AM,12/27/12 12:00 AM
Ecolibrium Solar,1/1/10 12:00 AM,12/21/12 12:00 AM,9/1/15 12:00 AM
Booktrack,1/1/10 12:00 AM,12/18/12 12:00 AM,7/21/15 12:00 AM
iSnap,1/1/10 12:00 AM,12/18/12 12:00 AM,5/20/14 12:00 AM
Broadcastr,1/1/10 12:00 AM,12/10/12 12:00 AM,12/10/12 12:00 AM
Red Tricycle,1/1/10 12:00 AM,12/9/12 12:00 AM,2/27/15 12:00 AM
BeMo,1/1/10 12:00 AM,12/7/12 12:00 AM,12/7/12 12:00 AM
Moderna Therapeutics,1/1/10 12:00 AM,12/6/12 12:00 AM,1/5/15 12:00 AM
Innovative Trauma Care,1/1/10 12:00 AM,12/5/12 12:00 AM,11/26/13 12:00 AM
Avenace Incorporated,1/1/10 12:00 AM,12/4/12 12:00 AM,4/7/14 12:00 AM
Hyperfair,1/1/10 12:00 AM,12/1/12 12:00 AM,2/13/14 12:00 AM
Orca TV,1/1/10 12:00 AM,12/1/12 12:00 AM,2/1/14 12:00 AM
Persimmon Technologies,1/1/10 12:00 AM,11/30/12 12:00 AM,5/29/15 12:00 AM
Shubham Housing Development Finance Company,1/1/10 12:00 AM,11/30/12 12:00 AM,9/9/14 12:00 AM
SoapBox Soaps,1/1/10 12:00 AM,11/30/12 12:00 AM,11/5/15 12:00 AM
Parsimotion,1/1/10 12:00 AM,11/29/12 12:00 AM,9/4/13 12:00 AM
VetDC,1/1/10 12:00 AM,11/29/12 12:00 AM,3/1/15 12:00 AM
iSchool Campus,1/1/10 12:00 AM,11/28/12 12:00 AM,11/28/12 12:00 AM
Momentum Machines,1/1/10 12:00 AM,11/28/12 12:00 AM,11/28/12 12:00 AM
Surfwax Media,1/1/10 12:00 AM,11/28/12 12:00 AM,11/28/12 12:00 AM
Seres Health,1/1/10 12:00 AM,11/27/12 12:00 AM,1/6/15 12:00 AM
Recruiting Sports Network,1/1/10 12:00 AM,11/23/12 12:00 AM,11/23/12 12:00 AM
Scannx,1/1/10 12:00 AM,11/23/12 12:00 AM,11/23/12 12:00 AM
LoveThis,1/1/10 12:00 AM,11/22/12 12:00 AM,11/22/12 12:00 AM
Handshake,1/1/10 12:00 AM,11/20/12 12:00 AM,3/31/14 12:00 AM
Jintronix,1/1/10 12:00 AM,11/19/12 12:00 AM,2/20/15 12:00 AM
Reachoo,1/1/10 12:00 AM,11/19/12 12:00 AM,11/19/12 12:00 AM
Chromatik,1/1/10 12:00 AM,11/15/12 12:00 AM,5/8/13 12:00 AM
Cignifi,1/1/10 12:00 AM,11/15/12 12:00 AM,8/18/15 12:00 AM
SMART WIRES,1/1/10 12:00 AM,11/15/12 12:00 AM,6/3/15 12:00 AM
Navent,1/1/10 12:00 AM,11/13/12 12:00 AM,8/15/14 12:00 AM
SmarterHQ,1/1/10 12:00 AM,11/13/12 12:00 AM,7/15/15 12:00 AM
Submittable,1/1/10 12:00 AM,11/10/12 12:00 AM,3/1/15 12:00 AM
"Engajer, Inc.",1/1/10 12:00 AM,11/6/12 12:00 AM,3/20/13 12:00 AM
OrderGroove,1/1/10 12:00 AM,11/6/12 12:00 AM,1/1/13 12:00 AM
Metafor Software,1/1/10 12:00 AM,11/5/12 12:00 AM,11/5/12 12:00 AM
In The Chat Communications,1/1/10 12:00 AM,10/31/12 12:00 AM,10/31/12 12:00 AM
Playcez,1/1/10 12:00 AM,10/31/12 12:00 AM,3/8/13 12:00 AM
Scent Sciences,1/1/10 12:00 AM,10/31/12 12:00 AM,10/31/12 12:00 AM
BackOps,1/1/10 12:00 AM,10/30/12 12:00 AM,7/11/13 12:00 AM
arcbazar.com,1/1/10 12:00 AM,10/26/12 12:00 AM,6/17/13 12:00 AM
latakoo,1/1/10 12:00 AM,10/25/12 12:00 AM,1/31/13 12:00 AM
Lovin' Spoonfuls,1/1/10 12:00 AM,10/23/12 12:00 AM,10/23/12 12:00 AM
Bidgely,1/1/10 12:00 AM,10/22/12 12:00 AM,11/2/15 12:00 AM
ScaleBase,1/1/10 12:00 AM,10/17/12 12:00 AM,10/17/12 12:00 AM
Precise Business Group,1/1/10 12:00 AM,10/10/12 12:00 AM,10/10/12 12:00 AM
MakuCell,1/1/10 12:00 AM,10/9/12 12:00 AM,10/9/12 12:00 AM
NewAer,1/1/10 12:00 AM,10/4/12 12:00 AM,12/26/12 12:00 AM
Kindling,1/1/10 12:00 AM,10/3/12 12:00 AM,10/3/12 12:00 AM
Supply Vision,1/1/10 12:00 AM,10/3/12 12:00 AM,5/9/13 12:00 AM
ClearCare,1/1/10 12:00 AM,10/1/12 12:00 AM,11/17/15 12:00 AM
CloudPrime,1/1/10 12:00 AM,10/1/12 12:00 AM,10/1/12 12:00 AM
minicabit,1/1/10 12:00 AM,10/1/12 12:00 AM,10/26/15 12:00 AM
MyClasses,1/1/10 12:00 AM,10/1/12 12:00 AM,10/1/12 12:00 AM
SuperTruper,1/1/10 12:00 AM,9/27/12 12:00 AM,9/27/12 12:00 AM
Genesis Media,1/1/10 12:00 AM,9/26/12 12:00 AM,4/10/14 12:00 AM
zPerfectGift,1/1/10 12:00 AM,9/26/12 12:00 AM,9/26/12 12:00 AM
Eris Exchange,1/1/10 12:00 AM,9/25/12 12:00 AM,9/25/12 12:00 AM
QVIVO,1/1/10 12:00 AM,9/25/12 12:00 AM,9/25/12 12:00 AM
Datagres Technologies,1/1/10 12:00 AM,9/24/12 12:00 AM,9/24/12 12:00 AM
Mapbox,1/1/10 12:00 AM,9/21/12 12:00 AM,6/17/15 12:00 AM
AYOXXA Biosystems,1/1/10 12:00 AM,9/20/12 12:00 AM,12/2/14 12:00 AM
Messagemind,1/1/10 12:00 AM,9/20/12 12:00 AM,9/20/12 12:00 AM
actimo,1/1/10 12:00 AM,9/18/12 12:00 AM,9/18/12 12:00 AM
Cognition Health Partners,1/1/10 12:00 AM,9/18/12 12:00 AM,9/18/12 12:00 AM
Conferize,1/1/10 12:00 AM,9/18/12 12:00 AM,11/21/14 12:00 AM
Tely Labs,1/1/10 12:00 AM,9/18/12 12:00 AM,10/22/12 12:00 AM
Mill Creek Life Sciences,1/1/10 12:00 AM,9/17/12 12:00 AM,9/17/12 12:00 AM
Traddr.com,1/1/10 12:00 AM,9/16/12 12:00 AM,9/16/12 12:00 AM
GI Track,1/1/10 12:00 AM,9/14/12 12:00 AM,9/14/12 12:00 AM
Work4,1/1/10 12:00 AM,9/13/12 12:00 AM,4/17/14 12:00 AM
Compellon,1/1/10 12:00 AM,9/12/12 12:00 AM,4/28/15 12:00 AM
dBMEDx,1/1/10 12:00 AM,9/6/12 12:00 AM,8/12/15 12:00 AM
LifeBook,1/1/10 12:00 AM,9/6/12 12:00 AM,9/6/12 12:00 AM
Ratify,1/1/10 12:00 AM,9/6/12 12:00 AM,9/6/12 12:00 AM
QBotix,1/1/10 12:00 AM,9/4/12 12:00 AM,5/14/14 12:00 AM
Crunchfish,1/1/10 12:00 AM,9/1/12 12:00 AM,7/2/15 12:00 AM
Gate2Play,1/1/10 12:00 AM,9/1/12 12:00 AM,9/1/12 12:00 AM
OpenSignal,1/1/10 12:00 AM,9/1/12 12:00 AM,8/5/14 12:00 AM
Pruffi,1/1/10 12:00 AM,9/1/12 12:00 AM,9/1/12 12:00 AM
DAVI LUXURY BRAND GROUP,1/1/10 12:00 AM,8/30/12 12:00 AM,1/9/15 12:00 AM
DemystData,1/1/10 12:00 AM,8/28/12 12:00 AM,5/28/14 12:00 AM
SnappyTV,1/1/10 12:00 AM,8/27/12 12:00 AM,12/20/13 12:00 AM
Umoove,1/1/10 12:00 AM,8/26/12 12:00 AM,4/15/14 12:00 AM
Chenal Media,1/1/10 12:00 AM,8/24/12 12:00 AM,8/24/12 12:00 AM
KVZ Sports,1/1/10 12:00 AM,8/24/12 12:00 AM,8/24/12 12:00 AM
NeoZeo,1/1/10 12:00 AM,8/23/12 12:00 AM,12/16/13 12:00 AM
Aditive,1/1/10 12:00 AM,8/22/12 12:00 AM,8/22/12 12:00 AM
Cumulus Networks,1/1/10 12:00 AM,8/20/12 12:00 AM,1/1/14 12:00 AM
Playdemic,1/1/10 12:00 AM,8/20/12 12:00 AM,10/11/13 12:00 AM
The Spirit Project,1/1/10 12:00 AM,8/17/12 12:00 AM,8/17/12 12:00 AM
AntriaBio,1/1/10 12:00 AM,8/16/12 12:00 AM,4/16/15 12:00 AM
CoCollage,1/1/10 12:00 AM,8/16/12 12:00 AM,8/16/12 12:00 AM
RedKLEVER,1/1/10 12:00 AM,8/15/12 12:00 AM,8/15/12 12:00 AM
DealCloud,1/1/10 12:00 AM,8/14/12 12:00 AM,8/14/12 12:00 AM
MyHealthTeams,1/1/10 12:00 AM,8/14/12 12:00 AM,11/2/15 12:00 AM
BioTalk Technologies,1/1/10 12:00 AM,8/10/12 12:00 AM,8/10/12 12:00 AM
Jericho Ventures,1/1/10 12:00 AM,8/10/12 12:00 AM,8/10/12 12:00 AM
NextGreatPlace,1/1/10 12:00 AM,8/10/12 12:00 AM,9/13/13 12:00 AM
WindPipe,1/1/10 12:00 AM,8/10/12 12:00 AM,5/2/14 12:00 AM
Glovico,1/1/10 12:00 AM,8/9/12 12:00 AM,8/9/12 12:00 AM
Portapure,1/1/10 12:00 AM,8/7/12 12:00 AM,8/7/12 12:00 AM
Xerion Advanced Battery,1/1/10 12:00 AM,8/7/12 12:00 AM,1/13/14 12:00 AM
Recognition PRO,1/1/10 12:00 AM,8/6/12 12:00 AM,12/31/12 12:00 AM
iSoccer,1/1/10 12:00 AM,8/2/12 12:00 AM,8/2/12 12:00 AM
Agile Networks,1/1/10 12:00 AM,8/1/12 12:00 AM,10/10/14 12:00 AM
Flipaste,1/1/10 12:00 AM,8/1/12 12:00 AM,8/1/12 12:00 AM
Virtual DBS,1/1/10 12:00 AM,8/1/12 12:00 AM,8/1/12 12:00 AM
YOGASMOGA,1/1/10 12:00 AM,8/1/12 12:00 AM,3/20/15 12:00 AM
AutoMoneyBack,1/1/10 12:00 AM,7/31/12 12:00 AM,7/31/12 12:00 AM
MenoGeniX,1/1/10 12:00 AM,7/31/12 12:00 AM,8/14/14 12:00 AM
AppGyver,1/1/10 12:00 AM,7/30/12 12:00 AM,3/26/14 12:00 AM
Forcura,1/1/10 12:00 AM,7/27/12 12:00 AM,7/27/12 12:00 AM
Nextdoor,1/1/10 12:00 AM,7/24/12 12:00 AM,3/3/15 12:00 AM
Shotfarm,1/1/10 12:00 AM,7/24/12 12:00 AM,2/18/14 12:00 AM
EngageSciences,1/1/10 12:00 AM,7/23/12 12:00 AM,7/23/12 12:00 AM
Sequitur Labs,1/1/10 12:00 AM,7/20/12 12:00 AM,10/14/14 12:00 AM
EMBI,1/1/10 12:00 AM,7/19/12 12:00 AM,7/19/12 12:00 AM
Privcap,1/1/10 12:00 AM,7/19/12 12:00 AM,9/29/14 12:00 AM
OneSeed Expeditions,1/1/10 12:00 AM,7/18/12 12:00 AM,7/18/12 12:00 AM
AlphaBeta Labs,1/1/10 12:00 AM,7/17/12 12:00 AM,7/17/12 12:00 AM
Source4Style,1/1/10 12:00 AM,7/17/12 12:00 AM,7/17/12 12:00 AM
Luxera,1/1/10 12:00 AM,7/16/12 12:00 AM,7/16/12 12:00 AM
TesoRx Pharma,1/1/10 12:00 AM,7/16/12 12:00 AM,8/5/14 12:00 AM
iMedia Comunicazione,1/1/10 12:00 AM,7/12/12 12:00 AM,7/12/12 12:00 AM
"Fetch Plus, Inc Pte. Ltd.",1/1/10 12:00 AM,7/10/12 12:00 AM,7/10/12 12:00 AM
WhiteHatt Technologies,1/1/10 12:00 AM,7/10/12 12:00 AM,7/10/12 12:00 AM
Eruptive Games,1/1/10 12:00 AM,7/9/12 12:00 AM,7/9/12 12:00 AM
hint,1/1/10 12:00 AM,7/9/12 12:00 AM,7/9/12 12:00 AM
Psioxus Therapeutics,1/1/10 12:00 AM,7/9/12 12:00 AM,5/19/15 12:00 AM
Collectabillia.com,1/1/10 12:00 AM,7/6/12 12:00 AM,7/10/15 12:00 AM
Zipline Games,1/1/10 12:00 AM,7/6/12 12:00 AM,7/6/12 12:00 AM
Shopping Mail,1/1/10 12:00 AM,7/4/12 12:00 AM,7/4/12 12:00 AM
Callidus Biopharma,1/1/10 12:00 AM,7/3/12 12:00 AM,5/14/13 12:00 AM
TeleFix Communications Holdings,1/1/10 12:00 AM,7/2/12 12:00 AM,7/2/12 12:00 AM
Carritus,1/1/10 12:00 AM,7/1/12 12:00 AM,10/7/13 12:00 AM
Fairphone,1/1/10 12:00 AM,7/1/12 12:00 AM,10/1/15 12:00 AM
Vicarious,1/1/10 12:00 AM,7/1/12 12:00 AM,8/19/15 12:00 AM
Mandoe Media,1/1/10 12:00 AM,6/29/12 12:00 AM,6/29/12 12:00 AM
MergeLocal,1/1/10 12:00 AM,6/29/12 12:00 AM,6/29/12 12:00 AM
TRUE linkswear,1/1/10 12:00 AM,6/29/12 12:00 AM,6/29/12 12:00 AM
